Station Name,Accessibilité ,Adjacent building,Adjacent station,Adresse ,Architect,Architecte(s) ,Area,Artiste(s) ,Autocar liO ,Bus ,Bus Tisséo ,"Bus, Navette Tisséo ",Capital cost,Connecting line,Construction ,Coordonnéesgéographiques ,Date of official closure,Date of official opening,Different from,Elevation above sea level,Exploitant ,Has part(s),Has use,Heritage designation,Inception,Interchange station,Ligne(s) ,Linéo Tisséo ,Linéo TisséoNavette Tisséo ,Localisation,Located in or next to body of water,Located on street,Location,Mise en service ,Métro ,Named after,Navette Tisséo ,Nombre d'accès ,Operator,Owned by,Part of,Pays,Position parrapport au sol ,Pronunciation audio,Propriétaire ,Quais ,Quartier ,Quartier de Toulouse ,Replaces,Service entry,Significant event,Street address,Structure replaces,TAD Tisséo ,TER ,TER Occitanie ,Train ,Train urbain ,Trains ,Tramway ,Transit annuel ,Transport network,Téléphérique ,Ville,Visitors per year,Voies ,  ,  Train urbain ,​​​​​​​​​​​​​​​ ,​​​​​​​​​​​​​​​ BHNS ,​​​​​​​​​​​​​​​ Bus 
Gare de Corbeil-Essonnes,,,"gare d'Évry-Val-de-Seine (Creil station, RER D)gare d'Essonnes - Robinson (Gare de Melun, RER D)Moulin-Galant (Malesherbes, RER D)Bras de Fer - Évry - Génopole (Creil station, RER D)",,,,,,,,,,,line from Villeneuve-Saint-Georges to Montargisline from Grigny to Corbeil-EssonnesQ3239500,,,,1840,,39 m,,,,,1840,,,,,"48° 36′ 50″ N, 2° 28′ 23.99″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Combs-la-Ville - Quincy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 40′ 02″ N, 2° 32′ 52″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare du Coudray-Montceaux,,,"Gare du Plessis-Chenet (Creil station, RER D)Saint-Fargeau railway station (Gare de Melun, RER D)",,,,,,,,,,,Q3239500,,,,1897,,43 m,,,,,,,,,,"48° 33′ 58″ N, 2° 29′ 31.99″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Courcelle-sur-Yvette,,,"Gif-sur-Yvette Station (Aéroport Charles de Gaulle 2 TGV, Gare de Mitry – Claye, RER B)Gare de Saint-Rémy-lès-Chevreuse (Gare de Saint-Rémy-lès-Chevreuse, RER B)",,,,,,,,,,,Ligne de Sceaux,,,,26 August 1867,,79 m,,,,,,,,,,"48° 42′ 03″ N, 2° 05′ 56″ E",,,,,,,,,RATP,RATP,,,,,,,,,,,,rue Fernand-Léger 91190 Gif-sur-Yvette,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de La Courneuve - Aubervilliers,,,"Gare du Bourget (Aéroport Charles de Gaulle 2 TGV, Gare de Mitry – Claye, RER B)Gare de La Plaine-Stade de France (Gare de Saint-Rémy-lès-Chevreuse, Robinson, RER B)",,,,,,,,,,,Q2786916,,,,1885,,38 m,,,,,1885,,,,,"48° 55′ 26″ N, 2° 23′ 04″ E",,,"La Courneuve, Seine-Saint-Denis, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Creil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49° 15′ 50″ N, 2° 28′ 09″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Créteil-Pompadour,,,"Le Vert de Maisons (Creil station, RER D)Villeneuve-Triage (Malesherbes, RER D)",,,,,,,,,,,Paris–Marseille railway,,,,15 December 2013,,,,,,,2013,,,,,"48° 46′ 18.12″ N, 2° 26′ 07.01″ E",,,"Créteil, Val-de-Marne, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,gare de Villeneuve-Prairie,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de La Croix de Berny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de la Défense,,,"Gare de Courbevoie (Gare Saint-Lazare, Line L)Nanterre-Préfecture (Saint-Germain-en-Laye station, Poissy station, Gare de Cergy-le-Haut, RER A)Charles-de-Gaulle - Étoile (Boissy-Saint-Léger, Marne-la-Vallée - Chessy, RER A)Gare de Puteaux (Gare de Versailles-Rive-Droite, Gare de Saint-Nom-la-Bretèche – Forêt de Marly, Line L)Gare de Puteaux (Gare de La Verrière, Line U)Neuilly – Porte Maillot (Gare de Chelles-Gournay, Gare de Tournan, RER E, 2024–)Gare de Nanterre-La Folie (Gare de Nanterre-La Folie, RER E, 2024–)",,,,,,,,,,,ligne de Paris-Saint-Lazare à Versailles-Rive-Droite,,,,1959,La DéfenseLa Défense (tramway d'Île-de-France),,,La Défense (tramway d'Île-de-France),,,1959,La DéfenseLa Défense (tramway d'Île-de-France),,,,"48° 53′ 32″ N, 2° 14′ 13″ E",,,,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régionalTransilien,,,,,,,,,
Gare de Denfert-Rochereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Dourdan,,,"Gare de Dourdan-la-Forêt (La Membrolle-sur-Choisille, Ligne de Brétigny à La Membrolle-sur-Choisille)Sermaise (Brétigny (Paris RER), Ligne de Brétigny à La Membrolle-sur-Choisille)Gare de Dourdan-la-Forêt (Gare de Dourdan-la-Forêt, RER C)Sermaise (Gare de Saint-Quentin-en-Yvelines, RER C)",,,,,,,,,,,Ligne de Brétigny à La Membrolle-sur-Choisille,,,,1865,,118 m,,,,,1865,,,,,"48° 32′ 00.89″ N, 2° 00′ 34.96″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,"Avenue du Docteur Jules Bals, 91410 Dourdan",,,,,,,,,,Réseau express régionalTER Centre-Val de Loire,,,,,,,,,
Gare de Dourdan - La Forêt,,,"Gare d'Auneau (La Membrolle-sur-Choisille, Ligne de Brétigny à La Membrolle-sur-Choisille)Dourdan (Brétigny (Paris RER), Ligne de Brétigny à La Membrolle-sur-Choisille)Dourdan (Gare de Saint-Quentin-en-Yvelines, RER C)",,,,,,,,,,,Ligne de Brétigny à La Membrolle-sur-Choisille,,,,,,114 m,,,,,,,,,,"48° 32′ 08″ N, 1° 59′ 43″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Drancy,,,"Blanc-Mesnil Station (Aéroport Charles de Gaulle 2 TGV, Gare de Mitry – Claye, RER B)Gare du Bourget (Gare de Saint-Rémy-lès-Chevreuse, Robinson, RER B)",,,,,,,,,,,Q2786916,,,,,,,,,,,1919,,,,,"48° 55′ 57″ N, 2° 27′ 17″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Égly,,,"Breuillet - Bruyères-le-Châtel (Gare de Dourdan-la-Forêt, RER C)Arpajon (Gare de Saint-Quentin-en-Yvelines, RER C)Breuillet - Bruyères-le-Châtel (La Membrolle-sur-Choisille, Ligne de Brétigny à La Membrolle-sur-Choisille)",,,,,,,,,,,Ligne de Brétigny à La Membrolle-sur-Choisille,,,,,,61 m,,,,,,,,,,"48° 34′ 57.07″ N, 2° 13′ 21.29″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Émerainville - Pontault-Combault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 48′ 22″ N, 2° 37′ 05″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Épinay-sur-Seine,,,"Saint-Gratien (Gare de Pontoise, RER C)Gennevilliers (Gare de Massy-Palaiseau, RER C)",,,,,,,,,,,Ermont-Eaubonne à Champ-de-Mars railway line (VMI line),,,,25 September 1988,,,,Épinay-sur-Seine,,Cultural heritage monuments in Île-de-France (2021–),1908,Épinay-sur-SeineÉpinay-sur-Seine - Gare,,,,"48° 57′ 15.17″ N, 2° 18′ 08.21″ E",,,,,,,,,,Réseau Ferré de France,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Épinay-sur-Orge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 40′ 09.69″ N, 2° 19′ 54.8″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Ermont - Eaubonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Essonnes - Robinson,,,"Corbeil-Essonnes (Creil station, RER D)Villabé (Gare de Melun, RER D)",,,,,,,,,,,Q3239500,,,,1955,Robinson,41 m,,,,,,,,,,"48° 36′ 22″ N, 2° 27′ 49″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Étampes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 26′ 11.98″ N, 2° 09′ 34.21″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Étréchy,,,"Gare d'Étampes (Bordeaux-Saint-Jean railway station, Paris–Bordeaux railway)Chamarande (Paris RER) (Gare de Saint-Quentin-en-Yvelines, Versailles Château–Rive-Gauche, RER C)Gare d'Étampes (Saint-Martin-d'Étampes, RER C)",,,,,,,,,,,Paris–Bordeaux railway,,,,1843,,80 m,,,,,,,,,,"48° 29′ 37.18″ N, 2° 11′ 40.45″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Évry-Val-de-Seine,,,"Gare de Grand Bourg (Creil station, RER D)Corbeil-Essonnes (Malesherbes, RER D)",,,,,,,,,,,line from Villeneuve-Saint-Georges to Montargis,,,,1840,,45 m,,,,,,,,,,"48° 38′ 03.98″ N, 2° 27′ 06.98″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de La Ferté-Alais,,,"Ballancourt (Creil station, RER D)Gare de Boutigny (Malesherbes, RER D)",,,,,,,,,,,line from Villeneuve-Saint-Georges to Montargis,,,,1865,,64 m,,,,,,,,,,"48° 29′ 06″ N, 2° 21′ 06.98″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Évry-Courcouronnes,,,"gare d'Orangis - Bois de l'Épine (Creil station, RER D)Bras de Fer - Évry - Génopole (Gare de Melun, RER D)",,,,,,,,,,,line from Grigny to Corbeil-Essonnes,,,,1975,,72 m,,,,,,Évry-Courcouronnes,,,,"48° 37′ 32.02″ N, 2° 25′ 44″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Fontaine Michalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Fontenay-sous-Bois,,,"Vincennes (Gare de Cergy-le-Haut, RER A)Nogent-sur-Marne (Boissy-Saint-Léger, RER A)",,,,,,,,,,,ligne de Paris-Bastille à Marles-en-Brie,,,,1859,Val de Fontenay,,,,,,1969,,,,,"48° 50′ 37″ N, 2° 27′ 50″ E",,place Moreau David,"Fontenay-sous-Bois, Val-de-Marne, Île-de-France, Metropolitan France, France",,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Fontenay-aux-Roses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Franconville - Le Plessis-Bouchard,,,"Gare de Montigny – Beauchamp (Gare de Pontoise, RER C, Line H)Cernay Val d’Oise (Gare de Massy-Palaiseau, RER C)Cernay Val d’Oise (Gare de Paris-Nord, Line H)",,,,,,,,,,,Saint-Denis–Dieppe railway,,,,,,61 m,,,,,,,,,,"48° 59′ 35.99″ N, 2° 14′ 04.99″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régionalTransilien,,,,,,,,,
Gare de Gagny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 53′ 00″ N, 2° 31′ 34″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Garges - Sarcelles,,,"Villiers-le-Bel - Gonesse - Arnouville (Creil station, RER D)Gare de Pierrefitte - Stains (Gare de Melun, RER D)",,,,,,,,,,,Paris–Lille railway,,,,1959,,,,,,,1959,,,,,"48° 58′ 34″ N, 2° 23′ 24″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Gennevilliers,,,"Épinay-sur-Seine (Gare de Pontoise, RER C)Les Grésillons (Gare de Massy-Palaiseau, RER C)",,,,,,,,,,,Ermont-Eaubonne à Champ-de-Mars railway line (VMI line),,,,1988,,31 m,,,,,1988,,,,,"48° 55′ 59.99″ N, 2° 18′ 27″ E",,,"Gennevilliers, Hauts-de-Seine, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Gentilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Goussainville,,,"Noues (Creil station, RER D)Villiers-le-Bel - Gonesse - Arnouville (Gare de Melun, RER D)",,,,,,,,,,,Paris–Lille railway,,,,,,,,,,,,,,,,"49° 01′ 25″ N, 2° 27′ 47.02″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Gif-sur-Yvette,,,"Gare de La Hacquinière (Aéroport Charles de Gaulle 2 TGV, Gare de Mitry – Claye, RER B)Courcelle-sur-Yvette Station (Gare de Saint-Rémy-lès-Chevreuse, RER B)",,,,,,,,,,,Ligne de Sceaux,,,,26 August 1867,,65 m,,,,,,,,,,"48° 41′ 54″ N, 2° 08′ 15″ E",,,,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Grand Bourg,,,"Ris-Orangis (Creil station, RER D)gare d'Évry-Val-de-Seine (Malesherbes, RER D)",,,,,,,,,,,line from Villeneuve-Saint-Georges to Montargis,,,,1840,,35 m,,,,,,,,,,"48° 38′ 53.02″ N, 2° 26′ 08.02″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gravigny-Balizy (tramway d'Île-de-France),,,"Petit Vaux (Évry-Courcouronnes, Île-de-France tramway Line 12)Chilly-Mazarin (Massy - Palaiseau, Île-de-France tramway Line 12)",,,,,,,,,,,Île-de-France tramway Line 12Grande Ceinture line,,,,10 December 2023,,41 m,,,,,,,,,,"48° 41′ 07″ N, 2° 19′ 04″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Tramways in Île-de-France,,,,,,,,,
Gare de Grigny-Centre,,,"gare d'Orangis - Bois de l'Épine (Gare de Melun, RER D)gare de Viry-Châtillon (Creil station, RER D)",,,,,,,,,,,line from Grigny to Corbeil-Essonnes,,,,1975,,,,,,,,,,,,"48° 39′ 11.99″ N, 2° 23′ 44.02″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare des Grésillons,,Les Grésillons,"Gennevilliers (Gare de Pontoise, RER C)Saint-Ouen (Gare de Massy-Palaiseau, RER C)",,,,,,,,,,,Ermont-Eaubonne à Champ-de-Mars railway line (VMI line),,,,1988,,,,,,,1908,,,,,"48° 55′ 12″ N, 2° 18′ 51.01″ E",,,"Gennevilliers, Hauts-de-Seine, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Gretz-Armainvilliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 44′ 43″ N, 2° 43′ 42″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare du Guichet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 42′ 17.69″ N, 2° 11′ 28.86″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de La Hacquinière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 41′ 41.09″ N, 2° 09′ 11.35″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Haussmann - Saint-Lazare,,,"Magenta railway station (Gare de Tournan, Gare de Chelles-Gournay, RER E, Q106629534)Neuilly – Porte Maillot (Gare de Nanterre-La Folie, RER E, 2024–)",,,,,,,,,,,,,,,12 July 1999,,2 m,,,,,1999,Saint-LazareHavre – Caumartin,,,,"48° 52′ 30″ N, 2° 19′ 43″ E",,,"9th arrondissement of Paris, Paris, Grand Paris, France",,,,,,SNCF Gares & Connexions,SNCF Gares & Connexions,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Houilles - Carrières-sur-Seine,,,"Gare de Sartrouville (Poissy station, Gare de Cergy-le-Haut, RER A)Nanterre-Préfecture (Boissy-Saint-Léger, RER A)Gare de Nanterre – Université (Gare Saint-Lazare, Line L)Gare de Sartrouville (Gare de Cergy-le-Haut, Line L)Gare d'Asnières-sur-Seine (Gare Saint-Lazare, Line J)Poissy station (Gare de Vernon, Line J)Gare de Sartrouville (Gare du Havre, Paris–Le Havre railway)La Garenne-Colombes (Gare Saint-Lazare, Paris–Le Havre railway)",,,,,,,,,,,Paris–Le Havre railwayLigne de Nanterre-Université à Sartrouville,,,,,,34 m,,,,,1843,,,,,"48° 55′ 14″ N, 2° 11′ 04″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régionalTransilien,,,,,,,,,
Gare des Invalides,,,"Pont de l'Alma (Gare de Saint-Quentin-en-Yvelines, Gare de Pontoise, Versailles Château–Rive-Gauche, Line from Invalides to Versailles-Rive-Gauche, RER C)Musée d'Orsay (Saint-Martin-d'Étampes, Gare de Dourdan-la-Forêt, Gare de Massy-Palaiseau, Line from Invalides to Versailles-Rive-Gauche, RER C)",,Juste Lisch,,,,,,,,,Line from Invalides to Versailles-Rive-Gauche,,,,12 April 1900,Invalides,28 m,,,,,12 April 1900,Invalides,,,,"48° 51′ 46.17″ N, 2° 18′ 49.81″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Issy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Issy-Val de Seine,,,"Issy (Gare de Saint-Quentin-en-Yvelines, Versailles Château–Rive-Gauche, RER C)Gare du Pont du Garigliano (Saint-Martin-d'Étampes, Gare de Dourdan-la-Forêt, Gare de Massy-Palaiseau, RER C)",,,,,,,,,,,ligne de Puteaux à Issy-Plaine,,,,26 September 1979,Issy-Val de Seine,40 m,,Issy-Val de Seine,,,1902,Issy-Val de Seine,,,,"48° 49′ 46″ N, 2° 15′ 46″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Javel,,,"Gare du Pont du Garigliano (Gare de Saint-Quentin-en-Yvelines, Versailles Château–Rive-Gauche, RER C)Champ de Mars–Tour Eiffel (Saint-Martin-d'Étampes, Gare de Dourdan-la-Forêt, Gare de Massy-Palaiseau, RER C)",,Juste Lisch,,,,,,,,,Line from Invalides to Versailles-Rive-Gauche,,,,1889,,285 m,,,,Cultural heritage monuments in Île-de-France (2021–),1900,Javel – André Citroën,,,,"48° 50′ 47.4″ N, 2° 16′ 37.81″ E",,rond-point du Pont-Mirabeau,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,rond Point-du-Pont-Mirabeau 75015 Paris,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare d'Ivry-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Joinville-le-Pont,,,"Nogent-sur-Marne (Gare de Cergy-le-Haut, RER A)Saint-Maur – Créteil (Boissy-Saint-Léger, RER A)",,,,,,,,,,,ligne de Paris-Bastille à Marles-en-Brie,,,,22 September 1859,,,,,,,,,,,,"48° 49′ 16″ N, 2° 27′ 50″ E",,,,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de La Borne Blanche,,,"Gare d'Orry-la-Ville-Coye (Creil station, RER D)Gare de Survilliers - Fosses (Gare de Melun, RER D)",,,,,,,,,,,Paris–Lille railway,,,,May 1962,,95 m,,,,,1962,,,,,"49° 07′ 36.98″ N, 2° 30′ 20.02″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Juvisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de La Varenne - Chennevières,,,"Champigny (Gare de Cergy-le-Haut, RER A)Sucy – Bonneuil (Paris RER) (Boissy-Saint-Léger, RER A)",,Marcel Lods,,,,,,,,,ligne de Paris-Bastille à Marles-en-Brie,,,,22 September 1859,,,,,,,1969,,,,,"48° 47′ 42″ N, 2° 30′ 46″ E",,,"Saint-Maur-des-Fossés, Val-de-Marne, Île-de-France, Metropolitan France, France",,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Laplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Lognes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 50′ 20.66″ N, 2° 38′ 02.18″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Lardy,,,"Chamarande (Paris RER) (Bordeaux-Saint-Jean railway station, Paris–Bordeaux railway)Bouray (Paris RER) (Gare d'Austerlitz, Paris–Bordeaux railway)Chamarande (Paris RER) (Saint-Martin-d'Étampes, RER C)Bouray (Paris RER) (Gare de Saint-Quentin-en-Yvelines, Versailles Château–Rive-Gauche, RER C)",,,,,,,,,,,Paris–Bordeaux railway,,,,5 May 1843,,84 m,,,,,,,,,,"48° 31′ 05″ N, 2° 15′ 03″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Lieusaint - Moissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 37′ 42.1″ N, 2° 34′ 10.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Louvres,,,"Gare de Survilliers - Fosses (Creil station, RER D)Noues (Gare de Melun, RER D)",,,,,,,,,,,Paris–Lille railway,,,,1859,,103 m,,,,,,,,,,"49° 02′ 57.01″ N, 2° 30′ 06.98″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Longjumeau (tramway d'Île-de-France),,,"Chilly-Mazarin (Évry-Courcouronnes, Île-de-France tramway Line 12)Champlan (Massy - Palaiseau, Île-de-France tramway Line 12)",,,,,,,,,,,Grande Ceinture lineÎle-de-France tramway Line 12,,,,1886,,73 m,,,,,,,,,,"48° 42′ 08″ N, 2° 17′ 39″ E",,,"Longjumeau, Essonne, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Tramways in Île-de-France,,,,,,,,,
Gare du Luxembourg,,,"Gare de Port-Royal (Gare de Saint-Rémy-lès-Chevreuse, Robinson, RER B)Saint-Michel–Notre-Dame (Aéroport Charles de Gaulle 2 TGV, Gare de Mitry – Claye, RER B)",,,,,,,,,,,Ligne de Sceaux,,,,31 March 1895,Luxembourg railway station,,,,,,1 April 1895,,,,,"48° 50′ 48″ N, 2° 20′ 25″ E",,,,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Gare de Lozère,,,"Gare de Palaiseau-Villebon (Aéroport Charles de Gaulle 2 TGV, Gare de Mitry – Claye, RER B)Gare du Guichet (Gare de Saint-Rémy-lès-Chevreuse, RER B)",,,,,,,,,,,Ligne de Sceaux,,,,29 July 1854,,154 m,,,,,,,,,,"48° 42′ 21″ N, 2° 12′ 41″ E",,,,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
Paris-Gare de Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Maisons-Alfort - Alfortville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 48′ 07″ N, 2° 25′ 35″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Magenta,,,"Haussmann – Saint-Lazare (Gare de Nanterre-La Folie, RER E)Gare Rosa-Parks (Gare de Tournan, Gare de Chelles-Gournay, RER E)",,,,,,,,,,,,,,,1999,Magenta railway station,,,,,,1999,Gare de Paris-NordGare du NordLa Chapelle,,,,"48° 52′ 48″ N, 2° 21′ 29″ E",,,"10th arrondissement of Paris, Paris, Grand Paris, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régional,,,,,,,,,
